## Tue Nov 12 22:27:18 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 10239 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TlcZvgp5	223353.Q6LDC7_TLCVA	2.26e-218	607.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
TlcZvgp6	268960.AC4_BCTVC	1e-34	120.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T16_sAgp2	223310.REN_PYMVV	2.85e-74	224.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T16_sAgp3	223310.TRAP_PYMVV	8.93e-70	212.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T16_sAgp4	222449.REP_BGYMJ	1.01e-217	605.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T16_sAgp5	49267.AC4_TPCTV	2.19e-34	119.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TMGMVgp1	12243.RDRP_TMV	0.0	2175.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
TMGMVgp3	12243.MVP_TMV	1.26e-93	283.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
TMGMVgp4	12243.CAPSD_TMV	7.88e-78	235.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
TMVgp4	12243.MVP_TMV	9.06e-190	527.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
A8B59_gp1	12219.PRO_0000040411	5.82e-303	916.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
TNVAgp4	12055.CAPSD_TNVA	3.44e-198	549.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
TNVDgp1	12147.RDRP_TBSVC	2.57e-155	478.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
TNVDgp6	12055.CAPSD_TNVA	5.09e-78	244.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
TVBMV_gp1	12219.PRO_0000040411	1.04e-216	680.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
Tvvgp2	38062.PRO_0000397904	1.37e-53	188.0	4QBSG@10239|Viruses,4R0PX@35268|Retro-transcribing viruses	10239|Viruses	S	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
TVDV_gp2	12043.RDRP_TYYVF	3.19e-84	293.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
TVDV_gp4	12046.MCAPS_PLRV1	4.16e-212	620.0	4QDVK@10239|Viruses,4R12A@439488|ssRNA viruses,4R0RV@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Potato leaf roll virus readthrough protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TVDV_gp6	12043.MVP_TYYVF	1.17e-22	95.5	4QECR@10239|Viruses,4R14N@439488|ssRNA viruses,4R0SM@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus putative VPg genome linked protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TVMVgp1	12219.PRO_0000040411	9.05e-215	674.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
AL352_gp4	478555.MVP1_BYVU	3e-169	501.0	4QE5G@10239|Viruses,4R125@439488|ssRNA viruses,4R0RP@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	R	Hsp70 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
B7465_gp2	12046.P1_PLRV1	7.11e-265	748.0	4QEMN@10239|Viruses,4R10K@439488|ssRNA viruses,4R0QG@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	J	viral process	-	-	-	-	-	-	-	-	-	-	-	-	-
B7465_gp3	12046.RDRP_PLRV1	3.33e-199	582.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
TYDVgp1	57119.MP_BEYDV	8.36e-21	86.3	4QCHN@10239|Viruses,4QUMT@29258|ssDNA viruses	10239|Viruses	S	Geminivirus putative movement protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TYDVgp2	57119.CAPSD_BEYDV	6.62e-95	285.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
TYDVgp3	57119.REP_BEYDV	4.69e-203	566.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
TYDVgp4	57119.REPA_BEYDV	3.3e-145	416.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
C1177_gp4	57119.REP_BEYDV	3.8e-82	259.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CK833_gp4	57119.REP_BEYDV	1.1e-78	250.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
N373_gp2	652669.PRO_0000402497	0.0	1310.0	4QBWT@10239|Viruses,4R11N@439488|ssRNA viruses,4R0S0@35278|ssRNA positive-strand viruses  no DNA stage,4R1MJ@675063|Tymovirales	10239|Viruses	A	T=3 icosahedral viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q89_gp1	223310.CAPSD_PYMVV	2.19e-168	471.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
D1Q89_gp2	222449.REN_BGYMJ	8.4e-67	205.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q89_gp4	223295.AC4_MYMVV	2.17e-29	115.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q90_gp1	223310.CAPSD_PYMVV	1.04e-166	467.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
D1Q90_gp3	223310.REN_PYMVV	1.64e-40	139.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q90_gp4	345184.REP_CALCV	5.7e-191	538.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
AT154_gp3	12243.MVP_TMV	4.55e-139	399.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
AT154_gp4	12243.CAPSD_TMV	6.03e-98	286.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
TBSVgp3	12147.CAPSD_TBSVC	2.79e-274	751.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
ToChLPVp1	345184.CAPSD_CALCV	2.15e-159	449.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
ToChLPVp2	222449.REN_BGYMJ	8.77e-69	210.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToChLPVp3	345184.TRAP_CALCV	1.1e-58	184.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToChLPVp4	223310.REP_PYMVV	4.6e-212	590.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToChLPVp5	49267.AC4_TPCTV	1.48e-36	125.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToCSVgp1	66366.AV2_TYLCI	1.1e-74	223.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
ToCSVgp2	66366.CAPSD_TYLCI	8.12e-168	471.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
ToCSVgp3	10818.REN_CLVK	1.29e-71	217.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToCSVgp4	66366.TRAP_TYLCI	1.97e-71	217.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
WX08_gp5	223353.Q6LDC7_TLCVA	4.76e-232	642.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q91_sAgp2	223310.REN_PYMVV	4.17e-67	206.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q91_sAgp3	223310.TRAP_PYMVV	4.54e-63	195.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q91_sAgp4	222449.REP_BGYMJ	1.41e-203	569.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q91_sAgp5	66366.AC4_TYLCI	2.73e-35	122.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T66_gp4	223310.TRAP_PYMVV	2.2e-72	219.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T66_gp5	223310.REP_PYMVV	3.76e-247	680.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T66_gp6	223310.AC4_PYMVV	2.26e-31	112.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
KM719_gp1	291607.REP2_SCSVF	1.35e-61	204.0	4QB1C@10239|Viruses,4QUKV@29258|ssDNA viruses	10239|Viruses	S	ATPase activity, uncoupled	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T20_gp1	66366.AV2_TYLCI	8.43e-73	219.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T20_gp3	66366.REN_TYLCI	7.98e-66	202.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T20_gp4	66366.TRAP_TYLCI	9.36e-70	213.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1T20_gp5	123735.REP_TYCSV	7.04e-206	577.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1T20_gp6	223310.AC4_PYMVV	1.02e-18	79.7	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TLCAV_gp1	66366.AV2_TYLCI	3.16e-72	217.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
TLCAV_gp3	10818.REN_CLVK	1.61e-65	202.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
TLCAV_gp4	66366.TRAP_TYLCI	9.56e-63	195.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
TLCAV_gp6	268960.AC4_BCTVC	1e-34	120.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToLCBVgp3	66366.REN_TYLCI	1.04e-61	192.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToLCBVgp4	10818.TRAP_CLVK	5.31e-62	193.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToLCBVgp5	223353.Q6LDC7_TLCVA	8.2e-219	608.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToLCBVgp6	66366.AC4_TYLCI	8.91e-41	136.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToLCBDVgp3	66366.REN_TYLCI	1.61e-65	202.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToLCBDVgp4	223353.TRAP_TLCVA	3.41e-58	183.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ToLCBDVgp5	223353.Q6LDC7_TLCVA	3.12e-221	614.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ToLCBDVgp6	66366.AC4_TYLCI	3.11e-41	137.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
FD53_gp3	66366.REN_TYLCI	4.74e-83	246.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
FD53_gp4	66366.TRAP_TYLCI	3.56e-76	229.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
B1785_gp3	10818.REN_CLVK	3.96e-66	203.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
B1785_gp4	66366.TRAP_TYLCI	5.65e-71	216.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
